,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,0,
5/17/2020,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,5,
,,DEN,Denver International,Denver,CO,South,18,
,,,,,,C21,75,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,,,
,,,,,,E18,7,
,,,,,,Blue-2,28,
,,DTW,Detroit Metro Wayne County,Detroit,MI,,,
,,,,,,Red 3,12,
,,,,,,Terminal A/1,0,
,,EWR,Newark International,Newark,NJ,Terminal B/3,0,
,,,,,,Terminal C/1,46,
,,,,,,GEG-A/B,0,
,,GEG,Spokane International,Spokane,WA,,,
,,,,,,GEGC,1,
,03:00,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0,
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,0,
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,6,
,,IAH,Houston Intercontinental,Houston,TX,12/AS Terminal,8,
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,0,
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,1,
,,,,,,Terminal 1,1,
,,,,,,Terminal 4 Main,19,
,,JFK,John F. Kennedy International,Jamaica,NY,,,
,,,,,,Terminal 5,14,
,,,,,,Terminal 8,0,
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,4,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,3,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,0,
,,,,,,North 3,26,
,,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,8,
,,,,,,North CP,7,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,,
,,,,,,T2 CP1,1,
,,,,,,TERM1,0,
,,OAK,Metropolitan Oakland International,Oakland,CA,,,
,,,,,,TERM2,0,
,,ORD,Chicago-OHare International,Chicago,IL,10,1,
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 3,7,
,,,,,,Terminal B/3,3,
,,EWR,Newark International,Newark,NJ,,,
,,,,,,Terminal C/1,1,
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,3,
,,,,,,Terminal 1,0,
,,,,,,Terminal 4 Main,2,
,,JFK,John F. Kennedy International,Jamaica,NY,,,
,,,,,,Terminal 5,0,
,,,,,,Terminal 8,0,
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,0,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,0,
,,,,,,North 3,9,
,02:00,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,0,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,10,
,,,,,,10,1,
,,ORD,Chicago-OHare International,Chicago,IL,4B,15,
,,,,,,6A,1,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,2,
,,,,,,T-3 North,5,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,8,
,,,,,,T-4 C,2,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,2,
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,9,
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,77,
,,,,,,AUS01,1,
,,AUS,Austin Bergstrom International,Austin,TX,,,
,,,,,,AUS02,9,
,,BDL,Bradley International,Windsor Locks,CT,A1,4,
,,BNA,Nashville International,Nashville,TN,BNA Main,15,
,,,,,,B Checkpoint,2,
,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,0,
5/17/2020,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,5,
,,DEN,Denver International,Denver,CO,South,18,
,,,,,,C21,75,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,,,
,,,,,,E18,7,
,,,,,,Blue-2,28,
,,DTW,Detroit Metro Wayne County,Detroit,MI,,,
,,,,,,Red 3,12,
,,,,,,Terminal A/1,0,
,,EWR,Newark International,Newark,NJ,Terminal B/3,0,
,,,,,,Terminal C/1,46,
,,,,,,GEG-A/B,0,
,,GEG,Spokane International,Spokane,WA,,,
,,,,,,GEGC,1,
,03:00,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0,
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,0,
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,6,
,,IAH,Houston Intercontinental,Houston,TX,12/AS Terminal,8,
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,0,
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,1,
,,,,,,Terminal 1,1,
,,,,,,Terminal 4 Main,19,
,,JFK,John F. Kennedy International,Jamaica,NY,,,
,,,,,,Terminal 5,14,
,,,,,,Terminal 8,0,
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,4,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,3,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,0,
,,,,,,North 3,26,
,,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,8,
,,,,,,North CP,7,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,,
,,,,,,T2 CP1,1,
,,,,,,TERM1,0,
,,OAK,Metropolitan Oakland International,Oakland,CA,,,
,,,,,,TERM2,0,
,,ORD,Chicago-OHare International,Chicago,IL,10,1,
,,,,,,4B,26,
,,ORD,Chicago-OHare International,Chicago,IL,6A,28,
,,,,,,7A,43,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,66,
,,,,,,Checkpoint B,12,
,,PHL,Philadelphia International,Philadelphia,PA,,,
,,,,,,Checkpoint D\E,3,
,,,,,,T-3 North,13,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,78,
,03:00,,,,,T-4 C,13,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,6,
,,RDM,Roberts Field,Redmond,OR,RDMZ,0,
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),17,
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,2,
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-6,0,
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,44,
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,3,
,,TUS,Tucson International,Tucson,AZ,BCP,0,
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,35,
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,28,
,,ALB,Albany County,Albany,NY,Main Checkpoint,34,
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,156,
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,Main Checkpoint,21,
,,ATW,Outagamie County,Appleton,WI,Checkpoint,6,
,,,,,,AUS01,7,
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,3,
,,,,,,AUS03,0,
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0,
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,6,
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,77,
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0,
5/17/2020,,,,,,A1,74,
,,BDL,Bradley International,Windsor Locks,CT,,,
,,,,,,A2,0,
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,26,
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,6,
,,BHM,Birmingham International,Birmingham,AL,Central,24,
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,0,
,,BNA,Nashville International,Nashville,TN,BNA Main,46,
,,,,,,B1,187,
,,BOS,Logan International,East Boston,MA,,,
,04:00,,,,,C2,32,
,,BTV,Burlington International,South Burlington,VT,South,10,
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,38,
,,,,,,B Checkpoint,16,
,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,0,
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,8,
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,8,
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,20,
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,79,
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,0,
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,0,
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,42,
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,14,
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,3,
,,,,,,Center Pier,16,
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,2,
,,,,,,South Pier,25,
,,,,,,A Bridge,16,
,,DEN,Denver International,Denver,CO,North,12,
,,,,,,South,75,
,,,,,,A21,133,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,,,
,,,,,,4B,26,
,,ORD,Chicago-OHare International,Chicago,IL,6A,28,
,,,,,,7A,43,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,66,
,,,,,,Checkpoint B,12,
,,PHL,Philadelphia International,Philadelphia,PA,,,
,,,,,,Checkpoint D\E,3,
,,,,,,T-3 North,13,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,78,
,03:00,,,,,T-4 C,13,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,6,
,,RDM,Roberts Field,Redmond,OR,RDMZ,0,
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),17,
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,2,
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-6,0,
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,44,
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,3,
,,TUS,Tucson International,Tucson,AZ,BCP,0,
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,35,
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,28,
,,ALB,Albany County,Albany,NY,Main Checkpoint,34,
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,156,
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,Main Checkpoint,21,
,,ATW,Outagamie County,Appleton,WI,Checkpoint,6,
,,,,,,AUS01,7,
,,AUS,Austin Bergstrom International,Austin,TX,AUS02,3,
,,,,,,AUS03,0,
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0,
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,6,
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,77,
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0,
5/17/2020,,,,,,A1,74,
,,BDL,Bradley International,Windsor Locks,CT,,,
,,,,,,A2,0,
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,26,
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,6,
,,BHM,Birmingham International,Birmingham,AL,Central,24,
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,0,
,,BNA,Nashville International,Nashville,TN,BNA Main,46,
,,,,,,B1,187,
,,BOS,Logan International,East Boston,MA,,,
,04:00,,,,,C2,32,
,,BTV,Burlington International,South Burlington,VT,South,10,
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,38,
,,,,,,B Checkpoint,16,
,,BWI,Baltimore-Washington International,BWI Airport,MD,,,
,,,,,,D/E Checkpoint,0,
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,8,
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,8,
,,CLE,Cleveland Hopkins International,Cleveland,OH,South,20,
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,79,
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,0,
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,0,
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,42,
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,14,
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,3,
,,,,,,Center Pier,16,
,,DCA,Washington Reagan National,"Washington, DC",VA,Concourse A,2,
,,,,,,South Pier,25,
,,,,,,A Bridge,16,
,,DEN,Denver International,Denver,CO,North,12,
,,,,,,South,75,
,,,,,,A21,133,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,,,
,,,,,,C21,83,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,D22,106,
,,,,,,E18,31,
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,10,
,,,,,,Blue-2,40,
,,DTW,Detroit Metro Wayne County,Detroit,MI,,,
,,,,,,Red 3,54,
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,31,
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,12,
,,,,,,Terminal A/1,2,
,,,,,,Terminal A/3,0,
,,EWR,Newark International,Newark,NJ,Terminal B/1,0,
,,,,,,Terminal B/3,0,
,,,,,,Terminal C/1,231,
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,91,
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,66,
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T1 Checkpoint T3F Checkpoint,52141,
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,20,
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,0,
,,,,,,GEG-A/B,24,
,,GEG,Spokane International,Spokane,WA,,,
,,,,,,GEGC,15,
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0,
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,38,
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,14,
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,0,
,,HNL,Daniel K. Inouye InternationalAirport,Honolulu,HI,CP 1 Lanes 3&4,12,
,,HOU,Houston Hobby,Houston,TX,CENTRAL,40,
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,23,
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,48,
,,,,,,12/AS Terminal,44,
5/17/2020,04:00,IAH,Houston Intercontinental,Houston,TX,30/CN Terminal,78,
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,3,
,,ILM,Wilmington International,Wilmington,NC,Terminal,4,
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,64,
,,IWD,Gogebic County,Ironwood,MI,Gate,1,
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,5,
,,,,,,Terminal 1,0,
,,,,,,Terminal 4 Main,16,
,,JFK,John F. Kennedy International,Jamaica,NY,,,
,,,,,,Terminal 5,58,
,,,,,,Terminal 8,0,
,,LAN,Capital City,Lansing,MI,Gate,0,
,,,,,,Term 1 - AB,28,
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,35,
,,,,,,Terminal 3 - E Upper,63,
,,,,,,Terminal 2 - Passenger,130,
,,,,,,Terminal 4A - Passenger,46,
,,LAX,Los Angeles International,Los Angeles,CA,,,
,,,,,,Terminal 5 - Passenger,19,
,,,,,,Terminal 6 - Passenger,28,
,,LEX,Blue Grass,Lexington,KY,LEX-A,1,
,,LIT,Little Rock National,Little Rock,AR,LITA,2,
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,9,
,,MBS,MBS International,Freeland,MI,Passenger Terminal,0,
,,,,,,MCI 61-69,3,
,,MCI,Kansas City International,Kansas City,MO,,,
,,,,,,MCI 76-85,20,
,,,,,,EAST Checkpoint,8,
,,MCO,Orlando International,Orlando,FL,,,
,,,,,,WEST Checkpoint,36,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,6,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,6,
,,MEM,Memphis International,Memphis,TN,MEM-B,96,
,,MFE,Miller International,McAllen,TX,MFE01,0,
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,16,
,,,,,,C21,83,
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,D22,106,
,,,,,,E18,31,
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,10,
,,,,,,Blue-2,40,
,,DTW,Detroit Metro Wayne County,Detroit,MI,,,
,,,,,,Red 3,54,
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,31,
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,12,
,,,,,,Terminal A/1,2,
,,,,,,Terminal A/3,0,
,,EWR,Newark International,Newark,NJ,Terminal B/1,0,
,,,,,,Terminal B/3,0,
,,,,,,Terminal C/1,231,
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,91,
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,66,
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T1 Checkpoint T3F Checkpoint,52141,
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,20,
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,0,
,,,,,,GEG-A/B,24,
,,GEG,Spokane International,Spokane,WA,,,
,,,,,,GEGC,15,
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0,
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,38,
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,14,
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,0,
,,HNL,Daniel K. Inouye InternationalAirport,Honolulu,HI,CP 1 Lanes 3&4,12,
,,HOU,Houston Hobby,Houston,TX,CENTRAL,40,
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,23,
,,IAD,Washington-Dulles International,"Washington, DC",VA,Passenger Screening Area:  PreCheck,48,
,,,,,,12/AS Terminal,44,
5/17/2020,04:00,IAH,Houston Intercontinental,Houston,TX,30/CN Terminal,78,
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,3,
,,ILM,Wilmington International,Wilmington,NC,Terminal,4,
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,64,
,,IWD,Gogebic County,Ironwood,MI,Gate,1,
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,5,
,,,,,,Terminal 1,0,
,,,,,,Terminal 4 Main,16,
,,JFK,John F. Kennedy International,Jamaica,NY,,,
,,,,,,Terminal 5,58,
,,,,,,Terminal 8,0,
,,LAN,Capital City,Lansing,MI,Gate,0,
,,,,,,Term 1 - AB,28,
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,35,
,,,,,,Terminal 3 - E Upper,63,
,,,,,,Terminal 2 - Passenger,130,
,,,,,,Terminal 4A - Passenger,46,
,,LAX,Los Angeles International,Los Angeles,CA,,,
,,,,,,Terminal 5 - Passenger,19,
,,,,,,Terminal 6 - Passenger,28,
,,LEX,Blue Grass,Lexington,KY,LEX-A,1,
,,LIT,Little Rock National,Little Rock,AR,LITA,2,
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,9,
,,MBS,MBS International,Freeland,MI,Passenger Terminal,0,
,,,,,,MCI 61-69,3,
,,MCI,Kansas City International,Kansas City,MO,,,
,,,,,,MCI 76-85,20,
,,,,,,EAST Checkpoint,8,
,,MCO,Orlando International,Orlando,FL,,,
,,,,,,WEST Checkpoint,36,
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,6,
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,6,
,,MEM,Memphis International,Memphis,TN,MEM-B,96,
,,MFE,Miller International,McAllen,TX,MFE01,0,
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,16,
,,MHT,Manchester,Manchester,NH,Checkpoint,6,
,,,,,,North 3,141,
,,MIA,Miami International,Miami,FL,,,
,,,,,,South-H,52,
,,MLB,Melbourne International,Melbourne,FL,MLB A,2,
,,MLI,Quad City,Moline,IL,Checkpoint A,6,
,,MMH,Mammoth Yosemite,Mammoth Lakes,CA,Checkpoint 1,0,
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,0,
,,,,,,North CP,60,
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,,
,,,,,,T2 CP1,26,
,,MSY,New Orleans International,Kenner,LA,MSY01,61,
,,,,,,TERM1,3,
,,OAK,Metropolitan Oakland International,Oakland,CA,,,
,,,,,,TERM2,3,
,,OKC,Will Rogers World,Oklahoma City,OK,West,8,
,,,,,,Terminal A,14,
,,OMA,Eppley Airfield,Omaha,NE,,,
,,,,,,Terminal B,12,
,,,,,,T2,24,
,,ONT,Ontario International,Ontario,CA,,,
,,,,,,T4,3,
,,,,,,10,42,
,,,,,,2,74,
,,,,,,4B,63,
,,ORD,Chicago-OHare International,Chicago,IL,,,
,,,,,,5,38,
,,,,,,6A,77,
,,,,,,7A,141,
,,,,,,Conc. A Checkpoint,3,
,,ORF,Norfolk International,Norfolk,VA,,,
,,,,,,Conc. B Checkpoint,42,
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,30,
,,PDX,Portland International Airport,Portland,OR,PDX D/E,177,
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,31,
,,,,,,Checkpoint B,23,
,,PHL,Philadelphia International,Philadelphia,PA,,,
,,,,,,Checkpoint D\E,32,
5/17/2020,04:00,,,,,T-3 North,142,
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,173,
,,,,,,T-4 C,83,
,,PIE,St Petersburg-ClearwaterInternational,Clearwater,FL,PIE A PIE B,5643,
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,95,
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,0,
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,0,
,,PVD,T F Green State,Warwick,RI,Checkpoint A,50,
,,RAP,Rapid City Regional,Rapid City,SD,1,0,
